species,genus,RRV_isolate,infectious.dose,perc.infected,unit,total.infect.exp,temp,day,ref
ae_vigilax,aedes,B94/20,5.6,63,TCID50/mL,16,25-32,14,"Kay, B.H.; Jennings, C.D. Enhancement or modulation of the vector competence of Ochlerotatus vigilax (Diptera: Culicidae) for ross river virus by temperature. Journal of Medical Entomology 2002, 39, 99-105."
ae_vigilax,aedes,B94/20,5.6,67,TCID50/mL,9,32-25,14,"Kay, B.H.; Jennings, C.D. Enhancement or modulation of the vector competence of Ochlerotatus vigilax (Diptera: Culicidae) for ross river virus by temperature. Journal of Medical Entomology 2002, 39, 99-105."
cq_linealis,coquillettidia,B94/20,4.2,32,CCID50,31,28,8,Jefferey et al 2002
cq_linealis,coquillettidia,B94/20,4.9,60,CCID50,30,28,8,Jefferey et al 2002
cq_linealis,coquillettidia,B94/20,5.6,80,CCID50,30,28,8,Jefferey et al 2002
cq_linealis,coquillettidia,B94/20,6.3,93,CCID50,30,28,8,Jefferey et al 2002
cq_linealis,coquillettidia,B94/20,7,100,CCID50,30,28,8,Jefferey et al 2002
cq_linealis,coquillettidia,B94/20,6.3,96,CCID50,25,28,2,Jefferey et al 2002
cq_linealis,coquillettidia,B94/20,6.3,96,CCID50,25,28,4,Jefferey et al 2002
cq_linealis,coquillettidia,B94/20,6.3,96,CCID50,25,28,6,Jefferey et al 2002
cq_linealis,coquillettidia,B94/20,6.3,100,CCID50,25,28,8,Jefferey et al 2002
cq_linealis,coquillettidia,B94/20,6.3,96,CCID50,25,28,10,Jefferey et al 2002
cq_linealis,coquillettidia,B94/20,6.3,76,CCID50,25,28,12,Jefferey et al 2002
cx_annulirostris,culex,B94/20,8.5,83,TCID50,64,25,7,"Doggett, S.L.; Klowden, M.J.; Russell, R.C. Are vector competence experiments competent vector experiments. Arbovirus Research in Australia 2001, 8, 126-130."
cx_annulirostris,culex,B94/20,4.7,0,CCID50,74,28,10,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
cx_annulirostris,culex,B94/20,5.7,0,CCID50,78,28,10,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
cx_annulirostris,culex,B94/20,6.7,5,CCID50,52,28,10,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
cx_annulirostris,culex,B94/20,7.7,40,CCID50,195,28,10,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
cx_annulirostris,culex,B94/20,7.7,38,CCID50,16,28,8,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
cx_annulirostris,culex,B94/20,7.7,31,CCID50,16,28,12,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
cx_annulirostris,culex,B94/20,7.7,62,CCID50,13,28,20,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
cx_austraclicus,culex,B94/20,5.7,5,CCID50,37,28,10,"Ryan, Do, Kay 2000"
cx_austraclicus,culex,B94/20,6.7,40,CCID50,19,28,10,"Ryan, Do, Kay 2000"
cx_austraclicus,culex,B94/20,7.7,73,CCID50,72,28,10,"Ryan, Do, Kay 2000"
cx_austraclicus,culex,B94/20,7.7,73,CCID50,11,28,7,"Ryan, Do, Kay 2000"
cx_austraclicus,culex,B94/20,7.7,67,CCID50,18,28,12,"Ryan, Do, Kay 2000"
cx_quinquefasciatus,culex,T48,6.2,0,LD50,44,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,7.2,0,LD50,32,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,8.1,0,LD50,5,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,5.2,0,LD50,36,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,6.2,0,LD50,30,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,7.2,0,LD50,31,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,8.1,36,LD50,11,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,5.2,0,LD50,9,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,6.2,0,LD50,31,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,7.2,0,LD50,33,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,8.1,100,LD50,1,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,7.2,0,LD50,25,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,6.2,12,LD50,17,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,7.2,0,LD50,44,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,8.1,20,LD50,5,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,6.2,0,LD50,51,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,7.2,3,LD50,61,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_quinquefasciatus,culex,T48,8.1,17,LD50,18,28,10,"Kay, B.; Fanning, I.; Carley, J. Vector competence of Culex pipiens quinquefasciatus for Murray Valley encephalitis, Kunjin, and Ross River viruses from Australia. American Journal of Tropical Medicine and Hygiene 1982, 31, 844-848."
cx_sitiens,culex,T48,5.9,0,TCID50,27,28,10,"Fanning, I.D.; Mottram, P.; Kay, B.H. Studies on the vector competence and autogeny in Culex sitiens Wiedemann (Diptera: Culicidae). Journal of the Australian Entomological Society 1992, 31, 249-253."
cx_sitiens,culex,T48,6.9,32,TCID50,27,28,10,"Fanning, I.D.; Mottram, P.; Kay, B.H. Studies on the vector competence and autogeny in Culex sitiens Wiedemann (Diptera: Culicidae). Journal of the Australian Entomological Society 1992, 31, 249-253."
cx_sitiens,culex,T48,7.9,30,TCID50,27,28,10,"Fanning, I.D.; Mottram, P.; Kay, B.H. Studies on the vector competence and autogeny in Culex sitiens Wiedemann (Diptera: Culicidae). Journal of the Australian Entomological Society 1992, 31, 249-253."
cx_sitiens,culex,T48,8.6,23,TCID50,27,28,10,"Fanning, I.D.; Mottram, P.; Kay, B.H. Studies on the vector competence and autogeny in Culex sitiens Wiedemann (Diptera: Culicidae). Journal of the Australian Entomological Society 1992, 31, 249-253."
cx_sitiens,culex,T48,8.9,50,TCID50,27,28,10,"Fanning, I.D.; Mottram, P.; Kay, B.H. Studies on the vector competence and autogeny in Culex sitiens Wiedemann (Diptera: Culicidae). Journal of the Australian Entomological Society 1992, 31, 249-253."
cx_sitiens,culex,T48,9,26,TCID50,27,28,10,"Fanning, I.D.; Mottram, P.; Kay, B.H. Studies on the vector competence and autogeny in Culex sitiens Wiedemann (Diptera: Culicidae). Journal of the Australian Entomological Society 1992, 31, 249-253."
cx_sitiens,culex,T48,9.1,50,TCID50,27,28,10,"Fanning, I.D.; Mottram, P.; Kay, B.H. Studies on the vector competence and autogeny in Culex sitiens Wiedemann (Diptera: Culicidae). Journal of the Australian Entomological Society 1992, 31, 249-253."
cx_sitiens,culex,T48,9.3,50,TCID50,27,28,10,"Fanning, I.D.; Mottram, P.; Kay, B.H. Studies on the vector competence and autogeny in Culex sitiens Wiedemann (Diptera: Culicidae). Journal of the Australian Entomological Society 1992, 31, 249-253."
cx_sitiens,culex,T48,9.3,35,TCID50,21,28,4,"Fanning, I.D.; Mottram, P.; Kay, B.H. Studies on the vector competence and autogeny in Culex sitiens Wiedemann (Diptera: Culicidae). Journal of the Australian Entomological Society 1992, 31, 249-253."
cx_sitiens,culex,T48,9.3,30,TCID50,20,28,7.5,"Fanning, I.D.; Mottram, P.; Kay, B.H. Studies on the vector competence and autogeny in Culex sitiens Wiedemann (Diptera: Culicidae). Journal of the Australian Entomological Society 1992, 31, 249-253."
cx_sitiens,culex,T48,9.3,50,TCID50,20,28,10.5,"Fanning, I.D.; Mottram, P.; Kay, B.H. Studies on the vector competence and autogeny in Culex sitiens Wiedemann (Diptera: Culicidae). Journal of the Australian Entomological Society 1992, 31, 249-253."
cx_sitiens,culex,T48,9.3,40,TCID50,12,28,14,"Fanning, I.D.; Mottram, P.; Kay, B.H. Studies on the vector competence and autogeny in Culex sitiens Wiedemann (Diptera: Culicidae). Journal of the Australian Entomological Society 1992, 31, 249-253."
cx_sitiens,culex,T48,9.3,65,TCID50,11,28,18,"Fanning, I.D.; Mottram, P.; Kay, B.H. Studies on the vector competence and autogeny in Culex sitiens Wiedemann (Diptera: Culicidae). Journal of the Australian Entomological Society 1992, 31, 249-253."
cx_sitiens,culex,B94/20,5.7,0,CCID50,24,28,10,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
cx_sitiens,culex,B94/20,6.7,0,CCID50,13,28,10,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
cx_sitiens,culex,B94/20,7.7,8,CCID50,37,28,10,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
ma_septempunctata,mansonia,RR102MP,5.7,35,CCID50,141,28,5,Webb et al 2008
ma_uniformis,mansonia,B94/20,7.7,80,CCID50,5,28,10,"Ryan, Do, Kay 2000"
ve_carmenti,verrallina,RR2186,4.3,34,CCID50,41,28,7,"Webb, C.E.; Doggett, S.L.; Ritchie, S.A.; Russell, R.C. Vector competence of three Australian mosquitoes, Verrallina carmenti, Verraullina lineata, and Mansonia septempunctata (Diptera: Culicidae), for Ross River virus. J Med Entomol 2008, 45, 737-740."
ve_carmenti,verrallina,RR2186,5.3,80,CCID50,25,28,7,"Webb, C.E.; Doggett, S.L.; Ritchie, S.A.; Russell, R.C. Vector competence of three Australian mosquitoes, Verrallina carmenti, Verraullina lineata, and Mansonia septempunctata (Diptera: Culicidae), for Ross River virus. J Med Entomol 2008, 45, 737-740."
ve_carmenti,verrallina,RR2186,6.3,94,CCID50,34,28,7,"Webb, C.E.; Doggett, S.L.; Ritchie, S.A.; Russell, R.C. Vector competence of three Australian mosquitoes, Verrallina carmenti, Verraullina lineata, and Mansonia septempunctata (Diptera: Culicidae), for Ross River virus. J Med Entomol 2008, 45, 737-740."
ve_carmenti,verrallina,RR2186,7.3,89,CCID50,27,28,7,"Webb, C.E.; Doggett, S.L.; Ritchie, S.A.; Russell, R.C. Vector competence of three Australian mosquitoes, Verrallina carmenti, Verraullina lineata, and Mansonia septempunctata (Diptera: Culicidae), for Ross River virus. J Med Entomol 2008, 45, 737-740."
ve_carmenti,verrallina,RR102MP,7.6,93,CCID50,40,28,7,"Webb, C.E.; Doggett, S.L.; Ritchie, S.A.; Russell, R.C. Vector competence of three Australian mosquitoes, Verrallina carmenti, Verraullina lineata, and Mansonia septempunctata (Diptera: Culicidae), for Ross River virus. J Med Entomol 2008, 45, 737-740."
ve_carmenti,verrallina,RR2186,8.3,91,CCID50,33,28,7,"Webb, C.E.; Doggett, S.L.; Ritchie, S.A.; Russell, R.C. Vector competence of three Australian mosquitoes, Verrallina carmenti, Verraullina lineata, and Mansonia septempunctata (Diptera: Culicidae), for Ross River virus. J Med Entomol 2008, 45, 737-740."
ve_funerea,verrallina,B94/20,4.7,0,CCID50,24,28,10,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
ve_funerea,verrallina,B94/20,5.7,0,CCID50,13,28,10,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
ve_funerea,verrallina,B94/20,6.7,26,CCID50,34,28,10,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
ve_funerea,verrallina,B94/20,7.7,86,CCID50,162,28,10,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
ve_funerea,verrallina,B94/20,7.7,83,CCID50,24,28,7,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
ve_funerea,verrallina,B94/20,7.7,100,CCID50,12,28,8,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
ve_funerea,verrallina,B94/20,7.7,100,CCID50,23,28,9,"Ryan, P.A.; Do, K.-A.; Kay, B.H. Definition of Ross River virus vectors at Maroochy Shire, Australia. Journal of Medical Entomology 2000, 37, 146-152."
ve_funerea,verrallina,B94/20,6.3,80,TCID50/mL,20,27,2,"Jefferey, J.A.L.; Kay, B.H.; Ryan, P.A. Role of Verrallina funerea (Diptera: Culicidae) in transmission of Barmah Forest virus and Ross River virus in coastal areas of eastern Australia. Journal of Medical Entomology 2006, 43, 1239-1247."
ve_funerea,verrallina,B94/20,6.3,70,TCID50/mL,20,27,4,"Jefferey, J.A.L.; Kay, B.H.; Ryan, P.A. Role of Verrallina funerea (Diptera: Culicidae) in transmission of Barmah Forest virus and Ross River virus in coastal areas of eastern Australia. Journal of Medical Entomology 2006, 43, 1239-1247."
ve_funerea,verrallina,B94/20,6.3,65,TCID50/mL,20,27,6,"Jefferey, J.A.L.; Kay, B.H.; Ryan, P.A. Role of Verrallina funerea (Diptera: Culicidae) in transmission of Barmah Forest virus and Ross River virus in coastal areas of eastern Australia. Journal of Medical Entomology 2006, 43, 1239-1247."
ve_funerea,verrallina,B94/20,6.3,55,TCID50/mL,20,27,8,"Jefferey, J.A.L.; Kay, B.H.; Ryan, P.A. Role of Verrallina funerea (Diptera: Culicidae) in transmission of Barmah Forest virus and Ross River virus in coastal areas of eastern Australia. Journal of Medical Entomology 2006, 43, 1239-1247."
ve_funerea,verrallina,B94/20,6.3,60,TCID50/mL,20,27,10,"Jefferey, J.A.L.; Kay, B.H.; Ryan, P.A. Role of Verrallina funerea (Diptera: Culicidae) in transmission of Barmah Forest virus and Ross River virus in coastal areas of eastern Australia. Journal of Medical Entomology 2006, 43, 1239-1247."
ve_funerea,verrallina,B94/20,6.3,50,TCID50/mL,20,27,12,"Jefferey, J.A.L.; Kay, B.H.; Ryan, P.A. Role of Verrallina funerea (Diptera: Culicidae) in transmission of Barmah Forest virus and Ross River virus in coastal areas of eastern Australia. Journal of Medical Entomology 2006, 43, 1239-1247."
ve_funerea,verrallina,B94/20,6.3,97,TCID50/mL,30,27,12,"Jefferey, J.A.L.; Kay, B.H.; Ryan, P.A. Role of Verrallina funerea (Diptera: Culicidae) in transmission of Barmah Forest virus and Ross River virus in coastal areas of eastern Australia. Journal of Medical Entomology 2006, 43, 1239-1247."
ve_funerea,verrallina,B94/20,6.3,83,TCID50/mL,35,27,12,"Jefferey, J.A.L.; Kay, B.H.; Ryan, P.A. Role of Verrallina funerea (Diptera: Culicidae) in transmission of Barmah Forest virus and Ross River virus in coastal areas of eastern Australia. Journal of Medical Entomology 2006, 43, 1239-1247."
ve_funerea,verrallina,B94/20,6.3,96,TCID50/mL,25,27,12,"Jefferey, J.A.L.; Kay, B.H.; Ryan, P.A. Role of Verrallina funerea (Diptera: Culicidae) in transmission of Barmah Forest virus and Ross River virus in coastal areas of eastern Australia. Journal of Medical Entomology 2006, 43, 1239-1247."
ve_funerea,verrallina,B94/20,6.3,87,TCID50/mL,30,27,12,"Jefferey, J.A.L.; Kay, B.H.; Ryan, P.A. Role of Verrallina funerea (Diptera: Culicidae) in transmission of Barmah Forest virus and Ross River virus in coastal areas of eastern Australia. Journal of Medical Entomology 2006, 43, 1239-1247."
ve_lineata,verrallina,RR2186,3.5,7,CCID50,15,28,7,"Webb, C.E.; Doggett, S.L.; Ritchie, S.A.; Russell, R.C. Vector competence of three Australian mosquitoes, Verrallina carmenti, Verraullina lineata, and Mansonia septempunctata (Diptera: Culicidae), for Ross River virus. J Med Entomol 2008, 45, 737-740."
ve_lineata,verrallina,RR2186,4.5,15,CCID50,19,28,7,"Webb, C.E.; Doggett, S.L.; Ritchie, S.A.; Russell, R.C. Vector competence of three Australian mosquitoes, Verrallina carmenti, Verraullina lineata, and Mansonia septempunctata (Diptera: Culicidae), for Ross River virus. J Med Entomol 2008, 45, 737-740."
ve_lineata,verrallina,RR2186,5.5,41,CCID50,29,28,7,"Webb, C.E.; Doggett, S.L.; Ritchie, S.A.; Russell, R.C. Vector competence of three Australian mosquitoes, Verrallina carmenti, Verraullina lineata, and Mansonia septempunctata (Diptera: Culicidae), for Ross River virus. J Med Entomol 2008, 45, 737-740."
ve_lineata,verrallina,RR2186,6.5,32,CCID50,22,28,7,"Webb, C.E.; Doggett, S.L.; Ritchie, S.A.; Russell, R.C. Vector competence of three Australian mosquitoes, Verrallina carmenti, Verraullina lineata, and Mansonia septempunctata (Diptera: Culicidae), for Ross River virus. J Med Entomol 2008, 45, 737-740."
ve_lineata,verrallina,RR2186,7.5,86,CCID50,22,28,7,"Webb, C.E.; Doggett, S.L.; Ritchie, S.A.; Russell, R.C. Vector competence of three Australian mosquitoes, Verrallina carmenti, Verraullina lineata, and Mansonia septempunctata (Diptera: Culicidae), for Ross River virus. J Med Entomol 2008, 45, 737-740."
ve_lineata,verrallina,RR102MP,7.6,83,CCID50,99,28,7,"Webb, C.E.; Doggett, S.L.; Ritchie, S.A.; Russell, R.C. Vector competence of three Australian mosquitoes, Verrallina carmenti, Verraullina lineata, and Mansonia septempunctata (Diptera: Culicidae), for Ross River virus. J Med Entomol 2008, 45, 737-740."